CGPA,Internship Type,Programming Language,Technology,Company,Job Role
6.7,Software Dev,C#,DBMS,"Mindtree, Birlasoft, NIIT Technologies",System Engineer
6.6,Cloud,SQL,DBMS,"Mindtree, Birlasoft, Mphasis",DevOps Engineer
7.0,AIML,R,ML,"Tech Mahindra, Cognizant, Wipro",Data Scientist
8.2,Cloud,Python,DevOps,"Infosys, Oracle, IBM",DevOps Engineer
8.9,Cybersecurity,Rust,Cybersecurity,"IBM, Infosys, Capgemini",Cloud Engineer
8.6,Cybersecurity,Rust,Cybersecurity,"Infosys, Capgemini, SAP",Cloud Engineer
7.1,Web Dev,TypeScript,Backend,"HCL, Tech Mahindra, Infosys",Web Developer
9.8,Cloud,Go,Cloud Computing,"NVIDIA, OpenAI, IBM",Cloud Engineer
9.0,AIML,Java,Big Data,"IBM, Google, Microsoft",AI Engineer
8.2,Web Dev,SQL,DBMS,"Oracle, Infosys, Capgemini",Software Developer
8.4,DevOps,Go,Cloud Computing,"Infosys, IBM, TCS",System Engineer
7.7,Cloud,SQL,DBMS,"TCS, HCL, Tech Mahindra",Cloud Engineer
7.0,Web Dev,TypeScript,Front End,"TCS, Cognizant, Tech Mahindra",Web Developer
7.4,AIML,R,Data Analytics,"Wipro, Infosys, HCL",Data Scientist
9.0,Software Dev,C#,Backend,"Amazon, Apple, NVIDIA",Software Developer
6.1,AIML,R,ML,"HCL, Mphasis, NIIT Technologies",Data Scientist
6.5,Cloud,SQL,Data Analytics,"NIIT Technologies, Mindtree, Mphasis",Cloud Engineer
6.2,Software Dev,Java,Big Data,"NIIT Technologies, Mindtree, Birlasoft",System Engineer
6.2,Software Dev,C#,DBMS,"Mphasis, Mindtree, Birlasoft",Software Developer
9.4,Software Dev,C#,Backend,"Amazon, OpenAI, IBM",System Engineer
8.8,DevOps,Go,Cloud Computing,"SAP, IBM, Oracle",System Engineer
7.9,Cybersecurity,Rust,Cybersecurity,"Infosys, Tech Mahindra, HCL",Cloud Engineer
6.4,Web Dev,JavaScript,Backend,"Birlasoft, Mphasis, HCL",Web Developer
8.0,Cloud,Python,DevOps,"Infosys, TCS, Oracle",DevOps Engineer
7.9,Web Dev,SQL,DBMS,"Cognizant, HCL, Wipro",Software Developer
6.7,DevOps,Go,DevOps,"Mindtree, Mphasis, Birlasoft",DevOps Engineer
7.7,DevOps,Go,Cloud Computing,"Infosys, HCL, TCS",System Engineer
7.6,DevOps,TypeScript,Backend,"Infosys, Wipro, HCL",DevOps Engineer
8.5,Web Dev,TypeScript,Front End,"Infosys, SAP, TCS",Web Developer
8.5,Web Dev,SQL,DBMS,"Infosys, SAP, Oracle",Web Developer
6.2,AIML,Java,AI,"HCL, Birlasoft, NIIT Technologies",Data Scientist
7.5,Cybersecurity,C++,Cybersecurity,"HCL, TCS, Tech Mahindra",Cloud Engineer
8.5,Web Dev,JavaScript,Front End,"Oracle, IBM, Infosys",Web Developer
8.0,Software Dev,C#,DBMS,"Infosys, TCS, Capgemini",System Engineer
9.4,Cloud,SQL,DBMS,"OpenAI, Google, Apple",DevOps Engineer
8.6,Software Dev,Python,Big Data,"Infosys, Capgemini, Oracle",Software Developer
6.7,Cybersecurity,C++,Cybersecurity,"NIIT Technologies, Mphasis, Mindtree",Cybersecurity Engineer
6.3,Web Dev,JavaScript,Backend,"Mphasis, HCL, Mindtree",Web Developer
8.6,Cloud,Go,Cloud Computing,"Infosys, IBM, TCS",DevOps Engineer
6.1,Web Dev,TypeScript,Backend,"Birlasoft, Mphasis, HCL",Web Developer
8.3,Web Dev,SQL,DBMS,"IBM, TCS, Infosys",Software Developer
9.8,AIML,Python,Big Data,"Google, Apple, Microsoft",Data Scientist
8.3,Software Dev,C#,DBMS,"SAP, IBM, Oracle",Software Developer
7.6,Software Dev,Java,Big Data,"Wipro, Infosys, Tech Mahindra",Data Analyst
8.6,Software Dev,Python,Big Data,"TCS, SAP, Capgemini",Data Analyst
7.8,Cloud,Python,Cloud Computing,"Wipro, TCS, Tech Mahindra",DevOps Engineer
8.2,Web Dev,JavaScript,Front End,"TCS, Infosys, Capgemini",Web Developer
9.8,DevOps,Go,DevOps,"OpenAI, IBM, Amazon",System Engineer
7.5,DevOps,TypeScript,Backend,"HCL, Tech Mahindra, Cognizant",DevOps Engineer
9.8,Cybersecurity,C++,AI,"Apple, Google, IBM",Cloud Engineer
9.6,DevOps,Go,Cloud Computing,"Microsoft, IBM, Google",System Engineer
6.8,Cybersecurity,Rust,Front End,"NIIT Technologies, Birlasoft, Mindtree",Cybersecurity Engineer
6.3,Cybersecurity,Rust,Front End,"HCL, Mindtree, Birlasoft",Cloud Engineer
6.4,Cybersecurity,Rust,Cybersecurity,"NIIT Technologies, Mindtree, Birlasoft",Cloud Engineer
6.1,DevOps,TypeScript,DevOps,"HCL, Mphasis, NIIT Technologies",System Engineer
6.4,Software Dev,Java,Big Data,"NIIT Technologies, HCL, Mphasis",Software Developer
8.7,Web Dev,JavaScript,Front End,"Capgemini, SAP, Infosys",Web Developer
6.3,Cybersecurity,Rust,Cybersecurity,"Mindtree, Mphasis, HCL",Cloud Engineer
7.3,Cybersecurity,Rust,Cybersecurity,"Wipro, Tech Mahindra, Cognizant",Cloud Engineer
9.4,DevOps,TypeScript,Backend,"IBM, Apple, NVIDIA",System Engineer
6.1,AIML,Python,ML,"Mphasis, Mindtree, HCL",Data Scientist
9.3,DevOps,SQL,DBMS,"IBM, Amazon, Microsoft",System Engineer
7.1,Web Dev,JavaScript,Backend,"Tech Mahindra, Infosys, HCL",Web Developer
6.5,Cloud,Go,Cloud Computing,"Mindtree, NIIT Technologies, Birlasoft",DevOps Engineer
8.8,Web Dev,SQL,Data Analytics,"Capgemini, Infosys, Oracle",Software Developer
8.5,Cloud,Python,DevOps,"Infosys, Capgemini, TCS",DevOps Engineer
9.5,Cybersecurity,Rust,Front End,"NVIDIA, IBM, OpenAI",Cloud Engineer
8.9,Software Dev,Java,Big Data,"TCS, Infosys, IBM",Data Analyst
9.2,Cybersecurity,C++,AI,"NVIDIA, Google, IBM",Cybersecurity Engineer
7.1,Cloud,Go,Big Data,"Wipro, Cognizant, TCS",DevOps Engineer
6.7,Cybersecurity,Rust,Cybersecurity,"Mphasis, Mindtree, NIIT Technologies",Cybersecurity Engineer
9.0,Web Dev,TypeScript,Front End,"Google, OpenAI, IBM",Web Developer
9.2,DevOps,TypeScript,DevOps,"Apple, Amazon, Microsoft",DevOps Engineer
10.0,DevOps,TypeScript,DevOps,"Microsoft, OpenAI, Google",System Engineer
7.7,Web Dev,SQL,DBMS,"Wipro, TCS, Tech Mahindra",Web Developer
7.5,Cybersecurity,C++,Cybersecurity,"Infosys, HCL, Tech Mahindra",Cloud Engineer
9.1,Software Dev,Java,Big Data,"Amazon, OpenAI, IBM",Data Analyst
7.4,AIML,R,ML,"HCL, Tech Mahindra, Infosys",Data Scientist
9.7,Web Dev,TypeScript,Backend,"Amazon, IBM, Microsoft",Web Developer
9.4,Cloud,Go,Cloud Computing,"IBM, NVIDIA, Amazon",DevOps Engineer
7.7,DevOps,Go,DevOps,"HCL, Cognizant, Wipro",DevOps Engineer
9.0,Software Dev,C#,Backend,"Microsoft, IBM, OpenAI",System Engineer
9.0,Software Dev,Java,Big Data,"NVIDIA, Google, Amazon",Data Analyst
6.4,DevOps,Go,DevOps,"NIIT Technologies, Mphasis, HCL",DevOps Engineer
9.6,Web Dev,TypeScript,Front End,"OpenAI, Amazon, IBM",Software Developer
8.0,Cloud,SQL,DBMS,"Capgemini, SAP, Oracle",DevOps Engineer
9.3,AIML,Python,Big Data,"IBM, Microsoft, Google",AI Engineer
7.3,Web Dev,JavaScript,Backend,"Tech Mahindra, Cognizant, HCL",Software Developer
9.6,Cloud,SQL,Data Analytics,"Google, NVIDIA, IBM",Cloud Engineer
7.6,AIML,Python,Big Data,"Wipro, Infosys, Cognizant",Data Scientist
6.0,Software Dev,Python,Big Data,"Birlasoft, HCL, Mphasis",System Engineer
9.6,Software Dev,Python,Big Data,"IBM, Google, OpenAI",System Engineer
6.4,Software Dev,Java,Big Data,"Mphasis, NIIT Technologies, Birlasoft",Software Developer
7.3,Web Dev,JavaScript,Front End,"TCS, Infosys, Tech Mahindra",Web Developer
9.8,Cloud,SQL,Data Analytics,"NVIDIA, Apple, OpenAI",DevOps Engineer
9.8,AIML,R,Data Analytics,"IBM, Google, NVIDIA",AI Engineer
8.3,DevOps,TypeScript,DevOps,"Infosys, SAP, TCS",DevOps Engineer
8.5,Software Dev,Java,Backend,"Capgemini, IBM, SAP",Software Developer
7.8,Cloud,Python,Cloud Computing,"HCL, Wipro, Infosys",Cloud Engineer
7.2,Cloud,SQL,DBMS,"Wipro, Cognizant, Tech Mahindra",DevOps Engineer
7.3,Web Dev,JavaScript,Front End,"HCL, Wipro, Tech Mahindra",Web Developer
8.7,Web Dev,SQL,DBMS,"Infosys, IBM, Capgemini",Software Developer
9.0,Cloud,SQL,Data Analytics,"IBM, NVIDIA, OpenAI",DevOps Engineer
9.2,AIML,Java,Big Data,"Microsoft, IBM, Apple",Data Scientist
9.2,Software Dev,C#,Backend,"Apple, Google, IBM",Data Analyst
6.4,Cybersecurity,C++,AI,"Mphasis, Mindtree, HCL",Cybersecurity Engineer
8.0,Cybersecurity,C++,AI,"Infosys, Oracle, SAP",Cybersecurity Engineer
6.2,AIML,Java,AI,"NIIT Technologies, HCL, Birlasoft",Data Scientist
8.2,DevOps,TypeScript,DevOps,"Infosys, SAP, Oracle",DevOps Engineer
7.8,Web Dev,TypeScript,Front End,"Cognizant, TCS, Infosys",Web Developer
9.6,Software Dev,Java,Big Data,"Apple, Microsoft, Google",Software Developer
7.4,Web Dev,SQL,DBMS,"Cognizant, TCS, Tech Mahindra",Web Developer
6.5,Cybersecurity,Rust,Front End,"Mphasis, NIIT Technologies, Birlasoft",Cybersecurity Engineer
6.6,Cybersecurity,C++,Cybersecurity,"Mphasis, Mindtree, NIIT Technologies",Cloud Engineer
9.0,Cloud,Python,Cloud Computing,"NVIDIA, Apple, OpenAI",DevOps Engineer
8.5,AIML,Python,ML,"IBM, TCS, Capgemini",Data Scientist
6.4,DevOps,SQL,DBMS,"Mphasis, NIIT Technologies, Mindtree",System Engineer
6.3,Cybersecurity,Rust,Front End,"Birlasoft, NIIT Technologies, HCL",Cloud Engineer
8.8,Software Dev,C#,DBMS,"SAP, IBM, Oracle",Data Analyst
6.3,Web Dev,TypeScript,Front End,"HCL, Birlasoft, NIIT Technologies",Web Developer
9.3,Cybersecurity,C++,AI,"IBM, NVIDIA, OpenAI",Cybersecurity Engineer
8.8,DevOps,TypeScript,DevOps,"IBM, Infosys, TCS",System Engineer
6.3,Cybersecurity,Rust,Cybersecurity,"Mindtree, NIIT Technologies, HCL",Cloud Engineer
6.3,Cloud,SQL,Data Analytics,"Mindtree, Birlasoft, NIIT Technologies",Cloud Engineer
9.9,Software Dev,C#,DBMS,"Microsoft, Google, NVIDIA",Software Developer
7.5,AIML,Java,Big Data,"Cognizant, Tech Mahindra, TCS",Data Scientist
7.5,DevOps,SQL,Data Analytics,"TCS, Cognizant, HCL",DevOps Engineer
9.3,Web Dev,TypeScript,Front End,"Apple, IBM, Amazon",Web Developer
9.8,Cybersecurity,Rust,Cybersecurity,"Amazon, OpenAI, Microsoft",Cloud Engineer
9.9,Software Dev,C#,Backend,"Amazon, Apple, Microsoft",Software Developer
9.0,Cloud,Go,Cloud Computing,"OpenAI, Microsoft, NVIDIA",Cloud Engineer
7.5,Cybersecurity,Rust,Cybersecurity,"Tech Mahindra, Wipro, TCS",Cybersecurity Engineer
6.3,Web Dev,SQL,Data Analytics,"NIIT Technologies, Birlasoft, HCL",Web Developer
9.1,Cloud,Go,Cloud Computing,"Google, IBM, Apple",DevOps Engineer
8.2,AIML,Python,Big Data,"Oracle, Infosys, IBM",Data Scientist
7.7,Software Dev,Python,Big Data,"Infosys, Cognizant, Wipro",Software Developer
9.6,DevOps,SQL,DBMS,"Apple, Google, Amazon",DevOps Engineer
6.4,AIML,Java,Big Data,"Birlasoft, Mindtree, Mphasis",Data Scientist
8.0,DevOps,Go,DevOps,"Oracle, SAP, TCS",DevOps Engineer
6.0,Cloud,SQL,Data Analytics,"Mindtree, Mphasis, NIIT Technologies",Cloud Engineer
7.9,Software Dev,Python,Data Analytics,"Cognizant, TCS, Infosys",Software Developer
6.2,Software Dev,C#,DBMS,"Birlasoft, Mindtree, NIIT Technologies",Data Analyst
6.5,Cloud,Python,Cloud Computing,"Mphasis, Mindtree, NIIT Technologies",DevOps Engineer
6.5,Cybersecurity,C++,Cybersecurity,"Birlasoft, Mindtree, NIIT Technologies",Cloud Engineer
8.6,Software Dev,C#,Backend,"Infosys, IBM, TCS",System Engineer
9.0,Software Dev,Java,Big Data,"NVIDIA, Google, OpenAI",Software Developer
8.3,Cloud,Go,Cloud Computing,"SAP, Capgemini, Infosys",Cloud Engineer
9.8,DevOps,TypeScript,DevOps,"Amazon, IBM, NVIDIA",DevOps Engineer
7.5,Cybersecurity,Rust,Cybersecurity,"Wipro, Cognizant, TCS",Cybersecurity Engineer
7.1,Software Dev,C#,DBMS,"Cognizant, Wipro, TCS",System Engineer
9.5,Cybersecurity,Rust,Front End,"Apple, NVIDIA, Google",Cloud Engineer
6.9,AIML,Java,AI,"Mphasis, Mindtree, NIIT Technologies",Data Scientist
9.9,Software Dev,Java,Big Data,"Amazon, Google, OpenAI",Software Developer
6.0,Web Dev,TypeScript,Front End,"Birlasoft, Mphasis, HCL",Web Developer
9.9,Cybersecurity,Rust,Cybersecurity,"IBM, OpenAI, Microsoft",Cybersecurity Engineer
6.2,Cloud,SQL,DBMS,"NIIT Technologies, Birlasoft, Mindtree",DevOps Engineer
9.6,Cybersecurity,Rust,Front End,"Google, Microsoft, IBM",Cloud Engineer
8.1,Cybersecurity,C++,Cybersecurity,"TCS, Capgemini, Infosys",Cybersecurity Engineer
10.0,Web Dev,JavaScript,Backend,"Amazon, IBM, Microsoft",Web Developer
6.3,DevOps,TypeScript,DevOps,"HCL, Mphasis, NIIT Technologies",DevOps Engineer
8.2,DevOps,TypeScript,Backend,"SAP, Capgemini, Oracle",DevOps Engineer
9.9,Web Dev,JavaScript,Front End,"IBM, NVIDIA, Google",Software Developer
8.1,Web Dev,SQL,DBMS,"Capgemini, SAP, TCS",Web Developer
8.5,Web Dev,JavaScript,Front End,"Oracle, IBM, SAP",Web Developer
8.8,Cybersecurity,C++,AI,"TCS, Oracle, Infosys",Cybersecurity Engineer
7.8,Cybersecurity,Rust,Cybersecurity,"HCL, TCS, Infosys",Cybersecurity Engineer
8.5,Software Dev,Python,Big Data,"Oracle, Infosys, TCS",System Engineer
8.3,Software Dev,Java,Big Data,"IBM, SAP, Oracle",Data Analyst
9.6,Software Dev,Python,Big Data,"Amazon, OpenAI, Google",System Engineer
6.2,Cybersecurity,Rust,Cybersecurity,"Mindtree, Birlasoft, Mphasis",Cybersecurity Engineer
7.1,Software Dev,Java,Backend,"Infosys, Wipro, TCS",System Engineer
9.8,Cybersecurity,Rust,Cybersecurity,"IBM, NVIDIA, Microsoft",Cloud Engineer
9.6,Cybersecurity,Rust,Front End,"Microsoft, IBM, Apple",Cloud Engineer
7.8,AIML,Java,AI,"Cognizant, Wipro, Infosys",Data Scientist
8.5,Cloud,Go,Big Data,"TCS, Oracle, Capgemini",Cloud Engineer
7.1,DevOps,SQL,DBMS,"HCL, TCS, Cognizant",DevOps Engineer
6.8,Software Dev,Java,Big Data,"Mphasis, NIIT Technologies, Birlasoft",Data Analyst
7.9,Web Dev,JavaScript,Front End,"Wipro, Infosys, TCS",Web Developer
7.4,Cloud,Go,Big Data,"Wipro, Infosys, Tech Mahindra",Cloud Engineer
8.3,Cloud,Python,DevOps,"Infosys, IBM, TCS",DevOps Engineer
6.3,Web Dev,TypeScript,Backend,"Mindtree, HCL, Mphasis",Software Developer
9.9,DevOps,TypeScript,DevOps,"IBM, NVIDIA, Amazon",System Engineer
9.9,AIML,R,Data Analytics,"Microsoft, IBM, Google",Data Scientist
8.8,Cybersecurity,Rust,Front End,"IBM, TCS, Infosys",Cybersecurity Engineer
8.1,DevOps,TypeScript,Backend,"Capgemini, Oracle, Infosys",System Engineer
7.2,AIML,Python,Big Data,"Infosys, Cognizant, Wipro",Data Scientist
9.3,Cloud,Python,Cloud Computing,"OpenAI, NVIDIA, Apple",Cloud Engineer
8.7,Web Dev,JavaScript,Backend,"IBM, SAP, Capgemini",Web Developer
6.7,AIML,Python,ML,"NIIT Technologies, Birlasoft, Mphasis",Data Scientist
9.6,Cybersecurity,Rust,Front End,"Apple, Microsoft, Google",Cybersecurity Engineer
9.3,Cloud,SQL,DBMS,"OpenAI, Microsoft, Amazon",Cloud Engineer
9.8,Web Dev,JavaScript,Backend,"Amazon, Microsoft, NVIDIA",Web Developer
8.9,Cybersecurity,Rust,Cybersecurity,"SAP, TCS, Capgemini",Cybersecurity Engineer
8.5,Software Dev,Java,Backend,"TCS, Capgemini, Infosys",Data Analyst
7.7,Software Dev,Python,Big Data,"Cognizant, TCS, Infosys",Software Developer
9.7,Cybersecurity,C++,AI,"Amazon, IBM, Apple",Cybersecurity Engineer
9.5,AIML,Python,ML,"OpenAI, Amazon, Apple",AI Engineer
6.2,Software Dev,Java,Backend,"HCL, Mindtree, NIIT Technologies",Software Developer
6.1,DevOps,SQL,DBMS,"Birlasoft, Mindtree, HCL",System Engineer
7.5,Web Dev,JavaScript,Front End,"Tech Mahindra, TCS, Wipro",Software Developer
9.2,Software Dev,Python,Big Data,"Apple, OpenAI, NVIDIA",Software Developer
9.9,Software Dev,C#,DBMS,"Amazon, NVIDIA, Apple",Software Developer
6.6,Cloud,Go,Cloud Computing,"NIIT Technologies, Mindtree, Birlasoft",Cloud Engineer
8.4,Cybersecurity,C++,AI,"IBM, SAP, TCS",Cloud Engineer
7.5,DevOps,Go,DevOps,"HCL, TCS, Infosys",System Engineer
9.9,AIML,Python,Big Data,"Microsoft, IBM, OpenAI",AI Engineer
9.4,Software Dev,C#,DBMS,"IBM, OpenAI, Apple",System Engineer
9.4,Software Dev,Python,Data Analytics,"Amazon, Google, Microsoft",System Engineer
7.9,Cloud,SQL,DBMS,"Tech Mahindra, HCL, TCS",DevOps Engineer
7.7,AIML,Python,ML,"Infosys, TCS, Cognizant",Data Scientist
7.1,Cybersecurity,C++,Cybersecurity,"Cognizant, Tech Mahindra, HCL",Cybersecurity Engineer
6.2,Cloud,Go,Cloud Computing,"Mindtree, HCL, Birlasoft",Cloud Engineer
9.5,Web Dev,TypeScript,Backend,"IBM, Microsoft, Google",Web Developer
9.3,DevOps,Go,Cloud Computing,"NVIDIA, Amazon, Apple",DevOps Engineer
10.0,Cloud,Python,Cloud Computing,"OpenAI, NVIDIA, Google",Cloud Engineer
10.0,Cloud,Python,Cloud Computing,"NVIDIA, Google, Amazon",DevOps Engineer
8.2,DevOps,TypeScript,Backend,"Infosys, SAP, Capgemini",System Engineer
9.1,Web Dev,SQL,DBMS,"OpenAI, Microsoft, NVIDIA",Web Developer
9.8,Software Dev,C#,DBMS,"Apple, Microsoft, NVIDIA",Software Developer
9.4,Cloud,SQL,Data Analytics,"Google, OpenAI, IBM",Cloud Engineer
7.0,DevOps,SQL,DBMS,"Wipro, HCL, Infosys",System Engineer
7.8,AIML,R,Data Analytics,"Tech Mahindra, Cognizant, Wipro",Data Scientist
6.5,Cloud,Python,Cloud Computing,"NIIT Technologies, Mphasis, Mindtree",DevOps Engineer
9.8,Web Dev,TypeScript,Front End,"NVIDIA, Amazon, Microsoft",Software Developer
8.4,Cloud,Go,Big Data,"Infosys, SAP, TCS",DevOps Engineer
6.9,AIML,Java,Big Data,"Mindtree, Birlasoft, Mphasis",Data Scientist
8.7,Cloud,Go,Cloud Computing,"SAP, IBM, Oracle",DevOps Engineer
8.5,DevOps,Go,DevOps,"SAP, Infosys, TCS",DevOps Engineer
7.4,Software Dev,Java,Backend,"HCL, Tech Mahindra, TCS",System Engineer
6.5,Web Dev,SQL,Data Analytics,"Mindtree, NIIT Technologies, Mphasis",Software Developer
8.7,Web Dev,JavaScript,Front End,"Oracle, SAP, Capgemini",Web Developer
8.1,Software Dev,Python,Big Data,"Infosys, Oracle, IBM",Software Developer
9.1,Web Dev,JavaScript,Front End,"Google, IBM, OpenAI",Web Developer
8.1,DevOps,Go,Cloud Computing,"Oracle, Capgemini, IBM",System Engineer
9.4,AIML,R,ML,"OpenAI, IBM, Google",Data Scientist
8.2,Cybersecurity,C++,AI,"SAP, TCS, Oracle",Cloud Engineer
8.2,Cybersecurity,C++,Cybersecurity,"SAP, Infosys, Oracle",Cybersecurity Engineer
9.5,Cybersecurity,Rust,Front End,"IBM, Google, Microsoft",Cybersecurity Engineer
7.6,DevOps,TypeScript,Backend,"HCL, Infosys, Wipro",DevOps Engineer
6.5,Web Dev,TypeScript,Front End,"Mindtree, Birlasoft, NIIT Technologies",Web Developer
6.1,AIML,Java,Big Data,"Birlasoft, Mphasis, HCL",Data Scientist
9.0,DevOps,SQL,Data Analytics,"Apple, Microsoft, NVIDIA",DevOps Engineer
8.5,Software Dev,Java,Backend,"Infosys, IBM, TCS",Data Analyst
8.8,Cloud,Python,DevOps,"TCS, SAP, Capgemini",Cloud Engineer
6.9,Cloud,Python,Cloud Computing,"Birlasoft, NIIT Technologies, Mphasis",Cloud Engineer
6.5,Software Dev,C#,DBMS,"Birlasoft, NIIT Technologies, Mindtree",System Engineer
6.1,DevOps,Go,Cloud Computing,"HCL, Mphasis, Mindtree",System Engineer
7.4,Software Dev,Python,Big Data,"Wipro, Infosys, TCS",Data Analyst
8.4,Software Dev,C#,DBMS,"Capgemini, SAP, Oracle",Data Analyst
7.6,Cybersecurity,Rust,Cybersecurity,"Tech Mahindra, Cognizant, Infosys",Cloud Engineer
7.7,Cybersecurity,C++,Cybersecurity,"TCS, Wipro, Infosys",Cloud Engineer
9.6,Web Dev,SQL,DBMS,"Google, IBM, Amazon",Web Developer
7.4,Cybersecurity,C++,AI,"Wipro, Cognizant, TCS",Cloud Engineer
8.1,Cybersecurity,C++,Cybersecurity,"Oracle, Infosys, SAP",Cybersecurity Engineer
9.1,DevOps,SQL,DBMS,"Google, Microsoft, Apple",System Engineer
7.6,AIML,Python,Big Data,"Wipro, Cognizant, Tech Mahindra",Data Scientist
8.5,Web Dev,TypeScript,Front End,"Infosys, IBM, Oracle",Web Developer
9.4,Cybersecurity,Rust,Front End,"Apple, OpenAI, Amazon",Cloud Engineer
9.8,Software Dev,C#,Backend,"IBM, Apple, Amazon",System Engineer
6.6,Web Dev,SQL,Data Analytics,"Mindtree, Birlasoft, NIIT Technologies",Software Developer
9.7,DevOps,TypeScript,DevOps,"Apple, NVIDIA, IBM",System Engineer
8.0,Cloud,SQL,Data Analytics,"Infosys, TCS, IBM",DevOps Engineer
7.0,Web Dev,TypeScript,Front End,"HCL, Cognizant, Infosys",Web Developer
7.8,Software Dev,Python,Data Analytics,"Infosys, Tech Mahindra, Cognizant",Software Developer
9.9,Web Dev,SQL,Data Analytics,"Microsoft, Amazon, IBM",Software Developer
8.0,DevOps,Go,Cloud Computing,"Capgemini, Infosys, Oracle",System Engineer
7.3,Cybersecurity,Rust,Front End,"Cognizant, HCL, Wipro",Cybersecurity Engineer
8.5,Cybersecurity,C++,Cybersecurity,"Capgemini, IBM, TCS",Cybersecurity Engineer
7.0,Cybersecurity,C++,AI,"Tech Mahindra, Infosys, Cognizant",Cloud Engineer
6.3,DevOps,TypeScript,DevOps,"Mindtree, NIIT Technologies, HCL",System Engineer
6.5,Software Dev,C#,Backend,"Birlasoft, Mindtree, NIIT Technologies",Data Analyst
6.5,Cybersecurity,Rust,Front End,"NIIT Technologies, Mindtree, Birlasoft",Cloud Engineer
6.6,Cybersecurity,C++,AI,"Mindtree, Birlasoft, Mphasis",Cybersecurity Engineer
6.6,Software Dev,Java,Backend,"Mindtree, Birlasoft, Mphasis",Data Analyst
8.6,AIML,Java,Big Data,"IBM, TCS, Infosys",AI Engineer
6.7,Web Dev,TypeScript,Front End,"Birlasoft, NIIT Technologies, Mindtree",Software Developer
7.4,Software Dev,Python,Big Data,"Infosys, Tech Mahindra, HCL",Data Analyst
9.6,Cloud,Go,Cloud Computing,"NVIDIA, IBM, Microsoft",Cloud Engineer
7.9,Software Dev,Python,Big Data,"HCL, Infosys, Wipro",Data Analyst
8.7,Web Dev,SQL,DBMS,"Oracle, Infosys, Capgemini",Web Developer
6.7,Software Dev,Python,Big Data,"NIIT Technologies, Mindtree, Birlasoft",Data Analyst
6.8,AIML,Python,Big Data,"Mphasis, NIIT Technologies, Birlasoft",Data Scientist
6.2,Software Dev,C#,Backend,"NIIT Technologies, Mindtree, HCL",Data Analyst
6.7,Software Dev,Python,Big Data,"NIIT Technologies, Mphasis, Birlasoft",Data Analyst
7.1,Software Dev,Java,Big Data,"HCL, TCS, Infosys",Software Developer
6.7,DevOps,SQL,Data Analytics,"NIIT Technologies, Birlasoft, Mindtree",System Engineer
6.4,Cloud,Go,Cloud Computing,"Birlasoft, NIIT Technologies, Mphasis",DevOps Engineer
6.5,Cybersecurity,C++,Cybersecurity,"Mindtree, Birlasoft, Mphasis",Cloud Engineer
7.8,Cloud,SQL,Data Analytics,"HCL, Wipro, TCS",Cloud Engineer
6.8,Cybersecurity,C++,Cybersecurity,"Mindtree, Birlasoft, Mphasis",Cloud Engineer
7.5,Software Dev,C#,DBMS,"Infosys, Wipro, Cognizant",Data Analyst
8.0,AIML,Java,Big Data,"Oracle, TCS, IBM",Data Scientist
8.8,Web Dev,JavaScript,Backend,"Oracle, Infosys, SAP",Software Developer
6.2,Cybersecurity,Rust,Cybersecurity,"NIIT Technologies, Birlasoft, HCL",Cybersecurity Engineer
9.2,Software Dev,Python,Big Data,"NVIDIA, IBM, Microsoft",System Engineer
8.5,Cybersecurity,C++,AI,"Oracle, TCS, IBM",Cybersecurity Engineer
6.3,Software Dev,Java,Big Data,"Mphasis, HCL, NIIT Technologies",Software Developer
9.5,DevOps,Go,DevOps,"IBM, NVIDIA, Apple",DevOps Engineer
9.7,Web Dev,SQL,Data Analytics,"Microsoft, OpenAI, Amazon",Web Developer
6.2,Cloud,SQL,DBMS,"NIIT Technologies, Mindtree, Birlasoft",DevOps Engineer
7.1,Web Dev,JavaScript,Backend,"Tech Mahindra, Wipro, Cognizant",Web Developer
